run_date,fund_symbol,fund_name,holding_symbol,holding_name,weight_pct
2026-07-19,0P00005VD0.BO,Franklin India Large & Mid Cap Fund - Growth Plan,,,0
2026-07-19,0P00005VD1.BO,Franklin India Large & Mid Cap Fund - IDCW,,,0
2026-07-19,0P0000JCBY.BO,HDFC Large and Mid Cap Fund - Growth Option,,,0
2026-07-19,0P0000XVAE.BO,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,0
2026-07-19,0P00005WW8.BO,HDFC Large and Mid Cap Fund - IDCW Option,,,0
2026-07-19,0P0000XVAF.BO,HDFC Large and Mid Cap Fund - IDCW Option - Direct Plan,,,0
2026-07-19,0P0001TSW4.BO,Helios Large & Mid Cap Fund - Direct Plan - Growth Option,,,0
2026-07-19,0P0001TSW5.BO,Helios Large & Mid Cap Fund - Direct Plan - IDCW Option,,,0
2026-07-19,0P0001TSW8.BO,Helios Large & Mid Cap Fund - Regular Plan - Growth Option,,,0
2026-07-19,0P0001TSW9.BO,Helios Large & Mid Cap Fund - Regular Plan - IDCW Option,,,0
2026-07-19,0P0001H273.BO,HSBC Large & Mid Cap Fund - Direct Growth,,,0
2026-07-19,0P0001H274.BO,HSBC Large & Mid Cap Fund - Direct IDCW,,,0
2026-07-19,0P0001H276.BO,HSBC Large & Mid Cap Fund - Regular Growth,,,0
2026-07-19,0P0001H277.BO,HSBC Large & Mid Cap Fund - Regular IDCW,,,0
2026-07-19,0P0000XUZ8.BO,ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth,,,0
2026-07-19,0P0000XUZ7.BO,ICICI Prudential Large & Mid Cap Fund - Direct Plan - IDCW,,,0
2026-07-19,0P00005UMR.BO,ICICI Prudential Large & Mid Cap Fund - Growth,,,0
2026-07-19,0P00005UMS.BO,ICICI Prudential Large & Mid Cap Fund - IDCW,,,0
2026-07-19,0P0000XVGS.BO,Invesco India Large & Mid Cap Fund - Direct Plan - Growth,,,0
2026-07-19,0P0000XVGX.BO,Invesco India Large & Mid Cap Fund - Direct Plan - IDCW (Payout / Reinvestment),,,0
2026-07-19,0P00009J43.BO,Invesco India Large & Mid Cap Fund - Regular Plan - Growth,,,0
2026-07-19,0P00009J3Y.BO,Invesco India Large & Mid Cap Fund - Regular Plan - IDCW (Payout / Reinvestment),,,0
2026-07-19,0P0001TIEM.BO,ITI Large & Midcap Fund - Direct Plan - Growth,,,0
2026-07-19,0P0001TIKG.BO,ITI Large & Midcap Fund - Direct Plan - IDCW Option,,,0
2026-07-19,0P0001TIKI.BO,ITI Large & Midcap Fund - Regular Plan - Growth,,,0
2026-07-19,0P0001TIKJ.BO,ITI Large & Midcap Fund - Regular Plan - IDCW Option,,,0
2026-07-19,0P0001VOT5.BO,JM Large & Mid Cap Fund (Direct) - Growth Option,,,0
2026-07-19,0P0001VOT6.BO,JM Large & Mid Cap Fund (Direct) - IDCW,,,0
2026-07-19,0P0001VOT8.BO,JM Large & Mid Cap Fund (Regular) - Growth Option,,,0
2026-07-19,0P0001VOT9.BO,JM Large & Mid Cap Fund (Regular) - IDCW,,,0
2026-07-19,0P0000XV6P.BO,Kotak Large & Midcap Fund - Direct- Growth,,,0
2026-07-19,0P00005WUK.BO,Kotak Large & Midcap Fund - Growth-Regular,,,0
2026-07-19,0P0000XV6M.BO,Kotak Large & Midcap Fund - IDCW-Direct,,,0
2026-07-19,0P00005WUJ.BO,Kotak Large & Midcap Fund - IDCW-Regular,,,0
2026-07-19,0P00015FX4.BO,LIC MF Large & Mid Cap Fund-Direct Plan-Growth,,,0
2026-07-19,0P00015FX5.BO,LIC MF Large & Mid Cap Fund-Direct Plan-IDCW,,,0
2026-07-19,0P00015FX2.BO,LIC MF Large & Mid Cap Fund-Regular Plan-Growth,,,0
2026-07-19,0P00015FX3.BO,LIC MF Large & Mid Cap Fund-Regular Plan-IDCW,,,0
2026-07-19,0P0001IUCC.BO,Mahindra Manulife Large & Mid Cap Fund - Direct Plan - IDCW,,,0
2026-07-19,0P0001IUCB.BO,Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth,,,0
2026-07-19,0P0001IUCE.BO,Mahindra Manulife Large & Mid Cap Fund - Regular Plan - Growth,,,0
2026-07-19,0P0001IUCF.BO,Mahindra Manulife Large & Mid Cap Fund - Regular Plan - IDCW,,,0
2026-07-19,0P0000XV9V.BO,Mirae Asset Large & Midcap Fund - Direct Plan - Growth,,,0
2026-07-19,0P0000XVMT.BO,Mirae Asset Large & Midcap Fund - Direct Plan - IDCW,,,0
2026-07-19,0P0000ON3O.BO,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,,,0
2026-07-19,0P0000ON3P.BO,Mirae Asset Large & Midcap Fund - Regular Plan - IDCW,,,0
2026-07-19,0P0001II3X.BO,Motilal Oswal Large and Midcap Fund - Direct Plan Growth,,,0
2026-07-19,0P0001II40.BO,Motilal Oswal Large and Midcap Fund - Regular Plan Growth,,,0
2026-07-19,0P0001II3Y.BO,Motilal Oswal Large and Midcap Fund Direct - IDCW Payout/Reinvestment,,,0
2026-07-19,0P0001II41.BO,Motilal Oswal Large and Midcap Fund Regular - IDCW Payout/Reinvestment,,,0
2026-07-19,0P0001CZNT.BO,Navi Large & Midcap Fund - Direct Annual IDCW Payout,,,0
2026-07-19,0P0001D5AC.BO,Navi Large & Midcap Fund - Direct Half Yearly IDCW Payout,,,0
2026-07-19,0P000174O3.BO,Navi Large & Midcap Fund - Direct Normal IDCW Payout,,,0
2026-07-19,0P0001D3MU.BO,Navi Large & Midcap Fund - Regular Annual IDCW payout,,,0
2026-07-19,0P0001LLNV.BO,NAVI Large & Midcap Fund - Regular Half Yearly IDCW Payout,,,0
2026-07-19,0P000174O1.BO,Navi Large & Midcap Fund - Regular Normal IDCW Payout,,,0
2026-07-19,0P000174O2.BO,Navi Large & Midcap Fund- Direct Plan- Growth Option,,,0
2026-07-19,0P000174O0.BO,Navi Large & Midcap Fund- Regular Plan- Growth Option,,,0
2026-07-19,0P0000XVG7.BO,NIPPON INDIA VISION LARGE & MID CAP  FUND - DIRECT Plan - IDCW Option,,,0
2026-07-19,0P0000XVG4.BO,Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Bonus Option,,,0
2026-07-19,0P0000XVG5.BO,Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Growth Option,,,0
2026-07-19,0P00005UQO.BO,Nippon India Vision Large & Midcap Fund - IDCW Option,,,0
2026-07-19,0P00005UQN.BO,Nippon India Vision Large & Midcap Fund-GROWTH PLAN-Bonus Option,,,0
2026-07-19,0P00005UQP.BO,Nippon India Vision Large & Midcap Fund-GROWTH PLAN-Growth Option,,,0
2026-07-19,0P0001SAFD.BO,PGIM India Large and Midcap Fund - Direct Plan - Growth Option,,,0
2026-07-19,0P0001SAFE.BO,PGIM India Large and Midcap Fund - Direct Plan - IDCW option,,,0
2026-07-19,0P0001SAFG.BO,PGIM India Large and Midcap Fund - Regular Plan - Growth Option,,,0
2026-07-19,0P0001SAFH.BO,PGIM India Large and Midcap Fund - Regular Plan - IDCW Option,,,0
2026-07-19,0P000093B3.BO,quant Large & Mid Cap Fund - Growth Option,,,0
2026-07-19,0P0000XW4H.BO,quant Large & Mid Cap Fund - Growth Option-Direct Plan,,,0
2026-07-19,0P0000XW4G.BO,quant Large & Mid Cap Fund - IDCW Option - Direct Plan,,,0
2026-07-19,0P000093B2.BO,quant Large & Mid Cap Fund - IDCW Option - Regular Plan,,,0
2026-07-19,0P0001V8BX.BO,Samco Large & Mid Cap Fund - Direct Plan - Growth Option,,,0
2026-07-19,0P0001V8BY.BO,Samco Large & Mid Cap Fund - Regular Plan - Growth Option,,,0
2026-07-19,0P0000XVL0.BO,SBI Large & Midcap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,0
2026-07-19,0P00005WFC.BO,SBI Large & Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,0
2026-07-19,0P0000XVL5.BO,SBI LARGE & MIDCAP FUND -DIRECT PLAN -Growth,,,0
2026-07-19,0P00005WFD.BO,SBI LARGE & MIDCAP FUND- REGULAR PLAN -Growth,,,0
2026-07-19,0P0000XVM0.BO,Sundaram Large and Midcap Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),,,0
2026-07-19,0P0000XVM6.BO,Sundaram Large and Midcap Fund Direct Plan - Growth,,,0
2026-07-19,0P00008TON.BO,Sundaram Large and Midcap Fund Regular Plan - Growth,,,0
2026-07-19,0P00008TGX.BO,Sundaram Large and Midcap Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),,,0
2026-07-19,0P0000XVOJ.BO,Tata Large & MId Cap Fund -Direct Plan- Growth Option,,,0
2026-07-19,0P0000XVOO.BO,Tata Large & Mid Cap Fund Direct Plan - Payout of IDCW Option,,,0
2026-07-19,0P00005WGX.BO,Tata Large & Mid Cap Fund Regular Plan - Payout of IDCW Option,,,0
2026-07-19,0P00005WGY.BO,Tata Large & Mid Cap Fund- Regular Plan - Growth Option,,,0
2026-07-19,0P0001IPOX.BO,Union Large & Midcap Fund - Direct Plan - Growth Option,,,0
2026-07-19,0P0001IPOY.BO,Union Large & Midcap Fund - Direct Plan - IDCW Option,,,0
2026-07-19,0P0001IPP1.BO,Union Large & Midcap Fund - Regular Plan - Growth Option,,,0
2026-07-19,0P0001IPP2.BO,Union Large & Midcap Fund - Regular Plan - IDCW Option,,,0
2026-07-19,0P0000XVUG.BO,UTI Large & Mid Cap Fund - Direct Plan - Growth Option,,,0
2026-07-19,0P0000XVUI.BO,UTI Large & Mid Cap Fund - Direct Plan - IDCW,,,0
2026-07-19,0P00005WL4.BO,UTI Large & Mid Cap Fund - Regular Plan - Growth Option,,,0
2026-07-19,0P00005WL3.BO,UTI Large & Mid Cap Fund - Regular Plan - IDCW,,,0
2026-07-19,0P0001RYGG.BO,Whiteoak Capital Large & Mid Cap Fund Direct Plan Growth,,,0
2026-07-19,0P0001RYGH.BO,Whiteoak Capital Large & Mid Cap Fund Regular Plan Growth,,,0
2026-07-19,0P0000XVWL.BO,Aditya Birla Sun Life Large Cap Fund - Growth - Direct Plan,,,0
2026-07-19,0P0000XVWK.BO,Aditya Birla Sun Life Large Cap Fund-DIRECT - IDCW,,,0
2026-07-19,0P00005V63.BO,Aditya Birla Sun Life Large Cap Fund-Growth,,,0
2026-07-19,0P00005X32.BO,Aditya Birla Sun Life Large Cap Fund-Regular - IDCW,,,0
2026-07-19,0P0000XVTL.BO,Axis Large Cap Fund - Direct Plan - Growth,,,0
2026-07-19,0P0000XVTK.BO,Axis Large Cap Fund - Direct Plan - IDCW,,,0
2026-07-19,0P0000MLHH.BO,Axis Large Cap Fund - Regular Plan - Growth,,,0
2026-07-19,0P0000MLHP.BO,Axis Large Cap Fund - Regular Plan - IDCW,,,0
2026-07-19,0P0001TER9.BO,BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - GROWTH,,,0
2026-07-19,0P0001TERA.BO,BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - IDCW,,,0
2026-07-19,0P0001TERD.BO,BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - GROWTH,,,0
2026-07-19,0P0001TERE.BO,BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - IDCW,,,0
2026-07-19,0P00008TT2.BO,BANDHAN Large Cap Fund - Regular Plan - Growth,,,0
2026-07-19,0P00008THT.BO,BANDHAN Large Cap Fund - Regular Plan - IDCW,,,0
2026-07-19,0P0000XV0H.BO,BANDHAN Large Cap Fund-Direct Plan-Growth,,,0
2026-07-19,0P0000XWC9.BO,BANDHAN Large Cap Fund-Direct Plan-IDCW,,,0
2026-07-19,0P0001MM8U.BO,BANK OF INDIA Large Cap Fund Direct Plan Growth,,,0
2026-07-19,0P0001MM8V.BO,BANK OF INDIA Large Cap Fund Direct Plan IDCW,,,0
2026-07-19,0P0001MM8X.BO,BANK OF INDIA Large Cap Fund Regular Plan Growth,,,0
2026-07-19,0P0001MM8Y.BO,BANK OF INDIA Large Cap Fund Regular Plan IDCW,,,0
2026-07-19,0P0000XVYQ.BO,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,,,0
2026-07-19,0P0000XVYP.BO,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - IDCW Option,,,0
2026-07-19,0P00005V31.BO,BARODA BNP PARIBAS LARGE CAP Fund - Regular Plan - IDCW Option,,,0
2026-07-19,0P00005V32.BO,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,,,0
2026-07-19,0P0000XW0O.BO,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION,,,0
2026-07-19,0P0000XW0N.BO,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),,,0
2026-07-19,0P0000P0VW.BO,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,,,0
2026-07-19,0P0000P0VX.BO,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),,,0
2026-07-19,0P0000XW2X.BO,DSP Large Cap Fund - Direct Plan - Growth,,,0
2026-07-19,0P0000XW2W.BO,DSP Large Cap Fund - Direct Plan - IDCW,,,0
2026-07-19,0P00005VAE.BO,DSP Large Cap Fund - Regular Plan - Growth,,,0
2026-07-19,0P00005VAD.BO,DSP Large Cap Fund - Regular Plan - IDCW,,,0
2026-07-19,0P0000XW42.BO,Edelweiss Large Cap Fund - Direct Plan - IDCW Option,,,0
2026-07-19,0P0000XW43.BO,Edelweiss Large Cap Fund - Direct Plan-Growth option,,,0
2026-07-19,0P0000K8MT.BO,Edelweiss Large Cap Fund - Plan B - IDCW Option,,,0
2026-07-19,0P0000K8MV.BO,Edelweiss Large Cap Fund - Plan C - IDCW Option,,,0
2026-07-19,0P0000K8MR.BO,Edelweiss Large Cap Fund - Regular Plan - Growth Option,,,0
2026-07-19,0P0000K8MS.BO,Edelweiss Large Cap Fund - Regular Plan - IDCW Option,,,0
2026-07-19,0P0000K8MU.BO,Edelweiss Large Cap Fund -Plan B - Growth option,,,0
2026-07-19,0P0000K8MW.BO,Edelweiss Large Cap Fund -Plan C - Growth option,,,0
2026-07-19,0P0000XW56.BO,Franklin India Large Cap Fund - Direct - IDCW,,,0
2026-07-19,0P00005VCY.BO,Franklin India Large Cap Fund - IDCW,,,0
2026-07-19,0P0000XW57.BO,Franklin India Large Cap Fund- Direct - Growth,,,0
2026-07-19,0P00005VCZ.BO,Franklin India Large Cap Fund-Growth,,,0
2026-07-19,0P0000XV1T.BO,Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan - Growth Option,,,0
2026-07-19,0P0000VDYU.BO,Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Regular Plan- Growth Option,,,0
2026-07-19,0P0000XV1Q.BO,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),,,0
2026-07-19,0P00019WGZ.BO,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment),,,0
2026-07-19,0P00019W5V.BO,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),,,0
2026-07-19,0P00019W5W.BO,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),,,0
2026-07-19,0P0000VDYV.BO,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),,,0
2026-07-19,0P00019W5X.BO,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),,,0
2026-07-19,0P00019WGY.BO,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),,,0
2026-07-19,0P00019WZ1.BO,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),,,0
2026-07-19,0P0000XW91.BO,HDFC Large Cap Fund - Growth Option - Direct Plan,,,0
2026-07-19,0P00005WNE.BO,HDFC Large Cap Fund - Growth Option - Regular Plan,,,0
2026-07-19,0P0000XW90.BO,HDFC Large Cap Fund - IDCW Option - Direct Plan,,,0
2026-07-19,0P00005WNC.BO,HDFC Large Cap Fund - IDCW Option - Regular Plan,,,0
2026-07-19,0P0000XW9A.BO,HSBC Large Cap Fund - Direct Growth,,,0
2026-07-19,0P0000XW99.BO,HSBC Large Cap Fund - Direct IDCW,,,0
2026-07-19,0P00005WNT.BO,HSBC Large Cap Fund - Regular Growth,,,0
2026-07-19,0P00005WNR.BO,HSBC Large Cap Fund - Regular IDCW,,,0
2026-07-19,0P0000XWAS.BO,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Direct Plan - IDCW,,,0
2026-07-19,0P0000GB48.BO,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Growth,,,0
2026-07-19,0P0000GB32.BO,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - IDCW,,,0
2026-07-19,0P0000XWAT.BO,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,0
2026-07-19,0P0000XVGP.BO,Invesco India Largecap Fund - Direct Plan - Growth,,,0
2026-07-19,0P0000XVGK.BO,Invesco India Largecap Fund - Direct Plan - IDCW (Payout / Reinvestment),,,0
2026-07-19,0P0000KUO1.BO,Invesco India Largecap Fund - Regular Plan - Growth,,,0
2026-07-19,0P0000KRPG.BO,Invesco India Largecap Fund - Regular Plan - IDCW (Payout / Reinvestment),,,0
2026-07-19,0P0001L80P.BO,ITI Large Cap Fund - Direct Plan - Growth Option,,,0
2026-07-19,0P0001L7ZD.BO,ITI Large Cap Fund - Direct Plan - IDCW Option,,,0
2026-07-19,0P0001L80T.BO,ITI Large Cap Fund - Regular Plan - Growth Option,,,0
2026-07-19,0P0001L80U.BO,ITI Large Cap Fund - Regular Plan - IDCW Option,,,0
2026-07-19,0P0002C945.BO,JioBlackRock Large Cap Fund - Direct Plan - Growth Option,,,0
2026-07-19,0P00016BM9.BO,JM Large Cap Fund (Direct) - Annual IDCW,,,0
2026-07-19,0P0000XV40.BO,JM Large Cap Fund (Direct) - Growth Option,,,0
2026-07-19,0P00016BM8.BO,JM Large Cap Fund (Direct) - Half Yearly IDCW ,,,0
2026-07-19,0P0000XV3X.BO,JM Large Cap Fund (Direct) - IDCW,,,0
2026-07-19,0P00016BM7.BO,JM Large Cap Fund (Direct) - Monthly IDCW ,,,0
2026-07-19,0P00016BMB.BO,JM Large Cap Fund (Direct) - Quarterly IDCW,,,0
2026-07-19,0P00016BMC.BO,JM Large Cap Fund (Regular) - Annual IDCW,,,0
2026-07-19,0P00005WRH.BO,JM Large Cap Fund (Regular) - Growth Option,,,0
2026-07-19,0P00016BM6.BO,JM Large Cap Fund (Regular) - Half Yearly IDCW,,,0
2026-07-19,0P00005WRG.BO,JM Large Cap Fund (Regular) - IDCW ,,,0
2026-07-19,0P00016BMA.BO,JM Large Cap Fund (Regular) - Monthly IDCW,,,0
2026-07-19,0P00016BM5.BO,JM Large Cap Fund (Regular) - Quarterly IDCW,,,0
2026-07-19,0P0000XV5I.BO,Kotak Large Cap  Fund - Growth - Direct,,,0
2026-07-19,0P00005WSE.BO,Kotak Large Cap Fund - Growth,,,0
2026-07-19,0P0000XV5J.BO,Kotak Large Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct,,,0
2026-07-19,0P00005WSD.BO,Kotak Large Cap Fund - Payout of Income Distribution cumcapital withdrawal option,,,0
2026-07-19,0P0000XV91.BO,LIC MF Large Cap Fund-Direct Plan-Growth,,,0
2026-07-19,0P0000XV92.BO,LIC MF Large Cap Fund-Direct Plan-IDCW,,,0
2026-07-19,0P00005WVM.BO,LIC MF Large Cap Fund-Regular Plan-Growth,,,0
2026-07-19,0P0000AEOB.BO,LIC MF Large Cap Fund-Regular Plan-IDCW,,,0
2026-07-19,0P0001GXTS.BO,Mahindra Manulife Large Cap Fund - Direct Plan - IDCW,,,0
2026-07-19,0P0001GXTR.BO,Mahindra Manulife Large Cap Fund - Direct Plan -Growth,,,0
2026-07-19,0P0001GXTU.BO,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,,,0
2026-07-19,0P0001GXTV.BO,Mahindra Manulife Large Cap Fund - Regular Plan - IDCW,,,0
2026-07-19,0P0000XVA0.BO,Mirae Asset Large Cap Fund - Direct Plan - Growth,,,0
2026-07-19,0P0000AEJZ.BO,Mirae Asset Large Cap Fund - Growth Plan,,,0
2026-07-19,0P0000XVA1.BO,Mirae Asset Large Cap Fund Direct IDCW,,,0
2026-07-19,0P0000AEK0.BO,Mirae Asset Large Cap Fund Regular IDCW,,,0
2026-07-19,0P0001S95K.BO,Motilal Oswal Large Cap Direct Plan Growth,,,0
2026-07-19,0P0001S95L.BO,Motilal Oswal Large Cap Direct Plan IDCW,,,0
2026-07-19,0P0001S95N.BO,Motilal Oswal Large Cap Regular Plan Growth,,,0
2026-07-19,0P0001S95O.BO,Motilal Oswal Large Cap Regular Plan IDCW,,,0
2026-07-19,0P00009JAQ.BO,Nippon India Large Cap  Fund- Growth Plan -Growth Option,,,0
2026-07-19,0P0000XVG2.BO,NIPPON INDIA LARGE CAP FUND - DIRECT Plan - IDCW Option,,,0
2026-07-19,0P0000XVG3.BO,Nippon India Large Cap Fund - Direct Plan Growth Plan - Bonus Option,,,0
2026-07-19,0P0000XVG6.BO,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,,,0
2026-07-19,0P00009JAP.BO,NIPPON INDIA LARGE CAP FUND - IDCW Option,,,0
2026-07-19,0P00009JAO.BO,Nippon India Large Cap Fund- Growth Plan Bonus Option,,,0
2026-07-19,0P0000XW3C.BO,PGIM India Large Cap Fund - Direct Plan - Dividend,,,0
2026-07-19,0P0000XW3D.BO,PGIM India Large Cap Fund - Direct Plan - Growth,,,0
2026-07-19,0P00005VAF.BO,PGIM India Large Cap Fund - Dividend,,,0
2026-07-19,0P00005VAG.BO,PGIM India Large Cap Fund - Growth,,,0
2026-07-19,0P0001YO9G.BO,Parag Parikh Large Cap Fund - Direct Plan - Growth,,,0
2026-07-19,0P0002EYUO.BO,Motilal Oswal Contra Fund - Direct â Growth,,,0
2026-07-19,0P0002EYUS.BO,Motilal Oswal Contra Fund - Regular - IDCW,,,0
2026-07-19,0P0002EYUR.BO,Motilal Oswal Contra Fund - Regular â Growth,,,0
2026-07-19,0P0002EYUP.BO,Motilal Oswal Contra Fund â Direct â IDCW,,,0
2026-07-19,0P0001YO9J.BO,Parag Parikh Large Cap Fund - Regular Plan - Growth,,,0
2026-07-19,0P0001PEU6.BO,quant Large Cap Fund - Growth Option - Direct Plan,,,0
2026-07-19,0P0001PEU9.BO,quant Large Cap Fund - Growth Option - Regular Plan,,,0
2026-07-19,0P0001PEU7.BO,quant Large Cap Fund - IDCW Option - Direct Plan,,,0
2026-07-19,0P0001PEUA.BO,quant Large Cap Fund - IDCW Option - Regular Plan,,,0
2026-07-19,0P0001UMVC.BO,Samco Large Cap Fund - Direct Plan - Growth Option,,,0
2026-07-19,0P0001UMVD.BO,Samco Large Cap Fund - Regular Plan - Growth Option,,,0
2026-07-19,0P0000XVJL.BO,SBI Large Cap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,0
2026-07-19,0P00005WEZ.BO,SBI Large Cap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,0
2026-07-19,0P0000XVJQ.BO,SBI Large Cap FUND-DIRECT PLAN -GROWTH,,,0
2026-07-19,0P00005WF0.BO,SBI Large Cap FUND-REGULAR PLAN GROWTH,,,0
2026-07-19,0P0001KN76.BO,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)  Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,0
2026-07-19,0P0001KN72.BO,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,0
2026-07-19,0P0001KN71.BO,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan - Growth,,,0
2026-07-19,0P0001KN75.BO,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,,,0
2026-07-19,0P0000XVPD.BO,Tata Large Cap Fund -Direct Plan Growth Option,,,0
2026-07-19,0P00005UWX.BO,Tata Large Cap Fund -Regular Plan - Growth Option,,,0
2026-07-19,0P0000XVPC.BO,Tata Large Cap Fund- Direct Plan - Payout of IDCW Option,,,0
2026-07-19,0P00005UWW.BO,Tata Large Cap Fund- Regular Plan - Payout of IDCW Option,,,0
2026-07-19,0P0000XVPO.BO,Taurus Large Cap Fund - Direct Plan - Growth,,,0
2026-07-19,0P0000XVPP.BO,Taurus Large Cap Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,,,0
2026-07-19,0P00005WIB.BO,Taurus Large Cap Fund - Regular Plan - Growth,,,0
2026-07-19,0P0000GB2W.BO,Taurus Large Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,,,0
2026-07-19,0P0001ABMA.BO,Union Largecap Fund - Direct Plan - Growth Option,,,0
2026-07-19,0P0001ABM9.BO,Union Largecap Fund - Direct Plan - IDCW Option,,,0
2026-07-19,0P0001ABM8.BO,Union Largecap Fund - Regular Plan - Growth Option,,,0
2026-07-19,0P0001ABM7.BO,Union Largecap Fund - Regular Plan - IDCW Option,,,0
2026-07-19,0P0000XVTC.BO,UTI Large Cap Fund - Direct Plan - Growth Option,,,0
2026-07-19,0P0000XVTI.BO,UTI Large Cap Fund - Direct Plan - IDCW,,,0
2026-07-19,0P00005UZF.BO,UTI Large Cap Fund - Regular Plan - Growth Option,,,0
2026-07-19,0P00005UZE.BO,UTI Large Cap Fund - Regular Plan - IDCW,,,0
2026-07-19,0P0001PZ2T.BO,WhiteOak Capital Large Cap Fund Direct Plan Growth,,,0
2026-07-19,0P0001PZ2U.BO,WhiteOak Capital Large Cap Fund Direct Plan IDCW,,,0
2026-07-19,0P0001PZ2W.BO,WhiteOak Capital Large Cap Fund Regular Plan Growth,,,0
2026-07-19,0P0001PZ2X.BO,WhiteOak Capital Large Cap Fund Regular Plan IDCW,,,0
2026-07-19,0P0000XVXK.BO,Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan,,,0
2026-07-19,0P0000XVXJ.BO,Aditya Birla Sun Life Midcap Fund -DIRECT - IDCW,,,0
2026-07-19,0P00005V5H.BO,Aditya Birla Sun Life Midcap Fund -REGULAR - IDCW,,,0
2026-07-19,0P00005V5I.BO,Aditya Birla Sun Life MIDCAP Fund-Growth,,,0
2026-07-19,0P0000XVUH.BO,Axis Midcap Fund - Direct Plan - Growth,,,0
2026-07-19,0P0000XVUE.BO,Axis Midcap Fund - Direct Plan - IDCW,,,0
2026-07-19,0P0000TDG8.BO,Axis Midcap Fund - Regular Plan - Growth,,,0
2026-07-19,0P0000TDG7.BO,Axis Midcap Fund - Regular Plan - IDCW,,,0
2026-07-19,0P0001PF4D.BO,BANDHAN MIDCAP FUND - GROWTH - DIRECT PLAN,,,0
2026-07-19,0P0001PF4H.BO,BANDHAN MIDCAP FUND - GROWTH - REGULAR PLAN,,,0
